variant,kind,rule_perms,signature
ablation_r13_p03.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,4,3;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",8f252bf6
ablation_r13_p04.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=1,3,0,2,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",27c11c33
ablation_r13_p05.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,2,3,4,1;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",beb70c5a
ablation_r13_p06.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,2,3,1,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",933f4eb9
ablation_r13_p07.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,4,3,1,2;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",86809b2c
ablation_r13_p08.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,4,3,2;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",638d9f76
ablation_r13_p09.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=2,4,0,1,3;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",47678177
ablation_r13_p10.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,4,1,2,3;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",93778881
ablation_r13_p11.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,3,4,2;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",445cd352
ablation_r13_p12.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,3,2,1,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",b8213854
ablation_r14_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=1,2,0;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",bdf2dfab
ablation_r15_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,3,4,2;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",c2251491
ablation_r15_p02.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,3,2,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",f21533d2
ablation_r15_p03.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=3,4,2,1,0;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",7b2862fc
ablation_r15_p04.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=1,2,3,0,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",a86e9a7f
ablation_r15_p05.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=2,3,4,1,0;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",158032ff
ablation_r15_p06.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=1,3,2,4,0;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",4d1e5de9
ablation_r15_p07.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=1,3,4,0,2;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",f384c658
ablation_r15_p08.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=3,4,1,2,0;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",5ac41c43
ablation_r15_p09.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=2,3,1,0,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",0ba16171
ablation_r15_p10.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=2,3,1,4,0;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",ca0cc1ab
ablation_r15_p11.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=1,3,0,2,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",7e6f3f2c
ablation_r15_p12.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=1,3,0,4,2;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",5589efc4
ablation_r16_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=1,2,0;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",4ba5ba7f
ablation_r17_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=1,2,0;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",a7d5b2ee
ablation_r18_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,2,1;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",fca95699
ablation_r18_p02.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=1,2,0;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",16118a14
ablation_r19_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,2,1;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",985d4e9d
ablation_r20_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=1,2,0;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",abafff91
ablation_r21_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=2,3,4,1,0;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",b2047436
ablation_r21_p02.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=1,4,3,0,2;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",030dce18
ablation_r21_p03.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=1,2,4,0,3;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5",76a15578
